^SPX (Standard & Poors 500 Index),2933.68,0.0001,,,,,,,,,,,
Apr 24 2019 @ 05:45 ET,Bid,2904.86,Ask,2953.74,Size,1x1,Vol,,,,,,
SPX190517C01950000,0,0,981.3,984.7,0,0,SPX190517P01950000,0,0,0,0.25,0,12104
SPXW190517C01950000,0,0,981.3,984.7,0,0,SPXW190517P01950000,0,0,0,0.15,0,835
SPX190517C01960000,0,0,971,974.8,0,0,SPX190517P01960000,0,0,0,0.25,0,775
SPXW190517C01960000,0,0,971.3,974.8,0,0,SPXW190517P01960000,0,0,0,0.15,0,109
SPX190517C01970000,0,0,961.1,964.8,0,0,SPX190517P01970000,0,0,0,0.25,0,730
SPXW190517C01970000,0,0,961.3,964.8,0,0,SPXW190517P01970000,0,0,0,0.15,0,94
SPX190517C01975000,0,0,956.1,959.8,0,0,SPX190517P01975000,0,0,0,0.25,0,1707
SPXW190517C01975000,0,0,956.3,959.8,0,0,SPXW190517P01975000,0,0,0,0.15,0,133
SPX190517C01980000,0,0,951.1,954.8,0,0,SPX190517P01980000,0,0,0,0.25,0,754
SPXW190517C01980000,0,0,951.3,954.8,0,0,SPXW190517P01980000,0,0,0,0.15,0,23
SPX190517C01990000,0,0,941.3,944.8,0,0,SPX190517P01990000,0,0,0,0.25,0,1430
SPXW190517C01990000,0,0,941.4,944.8,0,0,SPXW190517P01990000,0,0,0,0.15,0,105
SPX190517C02000000,931.05,24.65,931.4,934.8,300,13764,SPX190517P02000000,0.1,0.025,0,0.25,350,22619
SPXW190517C02000000,0,0,931.4,934.8,0,96,SPXW190517P02000000,0,0,0,0.15,0,201
SPX190517C02010000,0,0,921.1,924.9,0,0,SPX190517P02010000,0,0,0,0.25,0,804
SPXW190517C02010000,0,0,921.4,924.9,0,0,SPXW190517P02010000,0,0,0,0.15,0,242
SPX190517C02020000,0,0,911.2,914.9,0,0,SPX190517P02020000,0,0,0,0.25,0,607
SPXW190517C02020000,0,0,911.4,914.9,0,0,SPXW190517P02020000,0,0,0,0.15,0,104
SPX190517C02025000,0,0,906.2,909.9,0,0,SPX190517P02025000,0.1,0,0,0.25,3,1511
SPXW190517C02025000,0,0,906.4,909.9,0,0,SPXW190517P02025000,0,0,0,0.15,0,295
SPX190517C02030000,0,0,901.2,904.9,0,0,SPX190517P02030000,0,0,0,0.25,0,663
SPXW190517C02030000,0,0,901.4,904.9,0,0,SPXW190517P02030000,0,0,0,0.15,0,66
SPX190517C02040000,0,0,891.2,894.9,0,0,SPX190517P02040000,0,0,0,0.25,0,1047
SPXW190517C02040000,0,0,891.4,894.9,0,0,SPXW190517P02040000,0,0,0,0.15,0,1
SPX190517C02050000,0,0,881.5,884.9,0,1,SPX190517P02050000,0.1,0,0,0.25,5,9312
SPXW190517C02050000,0,0,881.5,884.9,0,1,SPXW190517P02050000,0,0,0,0.2,0,789
SPX190517C02060000,0,0,871.2,875,0,0,SPX190517P02060000,0,0,0,0.25,0,1326
SPXW190517C02060000,0,0,871.5,875,0,0,SPXW190517P02060000,0,0,0,0.2,0,7
SPX190517C02070000,0,0,861.3,865,0,0,SPX190517P02070000,0.1,0,0,0.3,2,1225
SPXW190517C02070000,0,0,861.5,865,0,1,SPXW190517P02070000,0,0,0,0.2,0,80
SPX190517C02075000,0,0,856.3,860,0,0,SPX190517P02075000,0.1,0,0,0.3,5,1208
SPXW190517C02075000,0,0,856.5,860,0,0,SPXW190517P02075000,0,0,0,0.2,0,182
SPX190517C02080000,0,0,851.3,855,0,0,SPX190517P02080000,0,0,0,0.3,0,1285
SPXW190517C02080000,0,0,851.5,855,0,0,SPXW190517P02080000,0,0,0,0.2,0,12
SPX190517C02090000,0,0,841.5,845,0,0,SPX190517P02090000,0,0,0,0.3,0,3943
SPXW190517C02090000,0,0,841.5,845,0,0,SPXW190517P02090000,0,0,0,0.2,0,22
SPX190517C02100000,0,0,831.6,835,0,9,SPX190517P02100000,0.1,-0.025,0,0.3,16,17953
SPXW190517C02100000,0,0,831.6,835,0,0,SPXW190517P02100000,0,0,0.05,0.2,0,114
SPX190517C02105000,0,0,826.6,830,0,0,SPX190517P02105000,0,0,0,0.3,0,963
SPXW190517C02105000,0,0,826.6,830,0,0,SPXW190517P02105000,0.1,-0.05,0.05,0.2,1,30
SPX190517C02110000,0,0,821.3,825.1,0,0,SPX190517P02110000,0,0,0,0.3,0,4182
SPXW190517C02110000,0,0,821.6,825.1,0,0,SPXW190517P02110000,0,0,0.05,0.2,0,21
SPX190517C02115000,0,0,816.3,820.1,0,0,SPX190517P02115000,0,0,0,0.3,0,918
SPXW190517C02115000,0,0,816.6,820.1,0,0,SPXW190517P02115000,0.1,-0.025,0.05,0.2,1,7
SPX190517C02120000,0,0,811.4,815.1,0,0,SPX190517P02120000,0,0,0,0.3,0,477
SPXW190517C02120000,0,0,811.6,815.1,0,0,SPXW190517P02120000,0,0,0.05,0.2,0,12
SPX190517C02125000,0,0,806.4,810.1,0,0,SPX190517P02125000,0.1,-0.025,0,0.3,404,7435
SPXW190517C02125000,0,0,806.6,810.1,0,0,SPXW190517P02125000,0,0,0.05,0.2,0,54
SPX190517C02130000,0,0,801.4,805.1,0,0,SPX190517P02130000,0.1,-0.05,0,0.3,2,434
SPXW190517C02130000,0,0,801.6,805.1,0,0,SPXW190517P02130000,0,0,0.05,0.2,0,403
SPX190517C02135000,0,0,796.4,800.1,0,0,SPX190517P02135000,0,0,0,0.3,0,720
SPXW190517C02135000,0,0,796.6,800.1,0,0,SPXW190517P02135000,0,0,0.05,0.2,0,256
SPX190517C02140000,0,0,791.6,795.1,0,0,SPX190517P02140000,0.1,-0.05,0,0.3,2,1466
SPXW190517C02140000,0,0,791.7,795.1,0,0,SPXW190517P02140000,0,0,0.05,0.2,0,241
SPX190517C02145000,0,0,786.7,790.1,0,0,SPX190517P02145000,0,0,0,0.3,0,347
SPXW190517C02145000,0,0,786.7,790.1,0,0,SPXW190517P02145000,0,0,0.05,0.2,0,54
SPX190517C02150000,0,0,781.7,785.1,0,0,SPX190517P02150000,0.2,0.075,0,0.3,7,9708
SPXW190517C02150000,0,0,781.7,785.1,0,1,SPXW190517P02150000,0,0,0.05,0.2,0,260
SPX190517C02155000,0,0,776.4,780.2,0,0,SPX190517P02155000,0,0,0,0.3,0,1189
SPXW190517C02155000,0,0,776.7,780.2,0,0,SPXW190517P02155000,0,0,0.05,0.2,0,68
SPX190517C02160000,0,0,771.4,775.2,0,0,SPX190517P02160000,0,0,0,0.3,0,1327
SPXW190517C02160000,0,0,771.7,775.2,0,0,SPXW190517P02160000,0,0,0.05,0.2,0,33
SPX190517C02165000,0,0,766.5,770.2,0,0,SPX190517P02165000,0.15,0,0,0.3,1,480
SPXW190517C02165000,0,0,766.7,770.2,0,0,SPXW190517P02165000,0,0,0.05,0.2,0,88
SPX190517C02170000,0,0,761.5,765.2,0,0,SPX190517P02170000,0.15,0,0,0.3,1,453
SPXW190517C02170000,0,0,761.7,765.2,0,0,SPXW190517P02170000,0,0,0.05,0.2,0,136
SPX190517C02175000,0,0,756.5,760.2,0,0,SPX190517P02175000,0.2,0,0,0.3,3,774
SPXW190517C02175000,0,0,756.7,760.2,0,0,SPXW190517P02175000,0.17,-0.03,0.05,0.25,6,484
SPX190517C02180000,0,0,751.5,755.2,0,0,SPX190517P02180000,0,0,0,0.3,0,1290
SPXW190517C02180000,0,0,751.7,755.2,0,0,SPXW190517P02180000,0,0,0.05,0.2,0,472
SPX190517C02185000,0,0,746.7,750.2,0,2,SPX190517P02185000,0,0,0,0.3,0,738
SPXW190517C02185000,0,0,746.8,750.2,0,0,SPXW190517P02185000,0,0,0.05,0.25,0,159
SPX190517C02190000,0,0,741.8,745.2,0,0,SPX190517P02190000,0,0,0,0.3,0,719
SPXW190517C02190000,0,0,741.8,745.2,0,0,SPXW190517P02190000,0,0,0.05,0.25,0,36
SPX190517C02195000,0,0,736.8,740.2,0,0,SPX190517P02195000,0,0,0,0.3,0,545
SPXW190517C02195000,0,0,736.8,740.2,0,0,SPXW190517P02195000,0,0,0.05,0.25,0,120
SPX190517C02200000,0,0,731.8,735.2,0,1,SPX190517P02200000,0.2,0.025,0.05,0.35,415,7610
SPXW190517C02200000,0,0,731.8,735.3,0,0,SPXW190517P02200000,0.1,-0.1,0.05,0.25,20,352
SPX190517C02205000,0,0,726.5,730.3,0,0,SPX190517P02205000,0.15,-0.05,0,0.3,10,624
SPXW190517C02205000,0,0,726.8,730.3,0,0,SPXW190517P02205000,0.15,-0.05,0.05,0.25,15,121
SPX190517C02210000,0,0,721.6,725.3,0,0,SPX190517P02210000,0.15,-0.05,0.05,0.35,25,1291
SPXW190517C02210000,0,0,721.8,725.3,0,0,SPXW190517P02210000,0,0,0.05,0.25,0,141
SPX190517C02215000,0,0,716.6,720.3,0,0,SPX190517P02215000,0,0,0.05,0.35,0,1138
SPXW190517C02215000,0,0,716.8,720.3,0,0,SPXW190517P02215000,0,0,0.1,0.25,0,216
SPX190517C02220000,0,0,711.6,715.3,0,0,SPX190517P02220000,0,0,0.05,0.35,0,548
SPXW190517C02220000,0,0,711.8,715.3,0,0,SPXW190517P02220000,0,0,0.1,0.25,0,599
SPX190517C02225000,0,0,706.6,710.3,0,0,SPX190517P02225000,0.2,0,0.05,0.35,3,1582
SPXW190517C02225000,0,0,706.8,710.3,0,0,SPXW190517P02225000,0,0,0.1,0.25,0,264
SPX190517C02230000,0,0,701.8,705.3,0,0,SPX190517P02230000,0,0,0.05,0.35,0,513
SPXW190517C02230000,0,0,701.9,705.3,0,0,SPXW190517P02230000,0,0,0.1,0.25,0,220
SPX190517C02235000,0,0,696.9,700.3,0,0,SPX190517P02235000,0,0,0.05,0.35,0,549
SPXW190517C02235000,0,0,696.9,700.3,0,0,SPXW190517P02235000,0,0,0.1,0.25,0,111
SPX190517C02240000,0,0,691.9,695.3,0,190,SPX190517P02240000,0,0,0.05,0.35,0,433
SPXW190517C02240000,0,0,691.9,695.3,0,0,SPXW190517P02240000,0,0,0.1,0.25,0,198
SPX190517C02245000,0,0,686.6,690.4,0,0,SPX190517P02245000,0,0,0.05,0.35,0,415
SPXW190517C02245000,0,0,686.9,690.4,0,0,SPXW190517P02245000,0,0,0.1,0.25,0,27
SPX190517C02250000,0,0,681.6,685.4,0,0,SPX190517P02250000,0.25,0,0.05,0.35,59,3274
SPXW190517C02250000,0,0,681.9,685.4,0,10,SPXW190517P02250000,0.23,-0.02,0.1,0.25,3,454
SPX190517C02255000,0,0,676.7,680.4,0,0,SPX190517P02255000,0,0,0.05,0.35,0,534
SPXW190517C02255000,0,0,676.9,680.4,0,0,SPXW190517P02255000,0,0,0.1,0.3,0,58
SPX190517C02260000,0,0,671.7,675.4,0,0,SPX190517P02260000,0,0,0.05,0.35,0,729
SPXW190517C02260000,0,0,671.9,675.4,0,0,SPXW190517P02260000,0,0,0.1,0.3,0,43
SPX190517C02265000,0,0,666.7,670.4,0,0,SPX190517P02265000,0,0,0.05,0.35,0,478
SPXW190517C02265000,0,0,666.9,670.4,0,0,SPXW190517P02265000,0,0,0.1,0.3,0,50
SPX190517C02270000,0,0,661.9,665.4,0,0,SPX190517P02270000,0,0,0.05,0.35,0,449
SPXW190517C02270000,0,0,662,665.4,0,0,SPXW190517P02270000,0,0,0.1,0.3,0,81
SPX190517C02275000,0,0,657,660.4,0,0,SPX190517P02275000,0,0,0.1,0.4,0,4082
SPXW190517C02275000,0,0,657,660.4,0,0,SPXW190517P02275000,0,0,0.1,0.3,0,174
SPX190517C02280000,0,0,652,655.4,0,0,SPX190517P02280000,0,0,0.05,0.35,0,2655
SPXW190517C02280000,0,0,652,655.4,0,0,SPXW190517P02280000,0,0,0.1,0.3,0,76
SPX190517C02285000,0,0,646.7,650.5,0,0,SPX190517P02285000,0,0,0.1,0.4,0,464
SPXW190517C02285000,0,0,647,650.5,0,0,SPXW190517P02285000,0,0,0.15,0.3,0,89
SPX190517C02290000,0,0,641.8,645.5,0,0,SPX190517P02290000,0,0,0.1,0.4,0,1373
SPXW190517C02290000,0,0,642,645.5,0,0,SPXW190517P02290000,0,0,0.15,0.3,0,168
SPX190517C02295000,0,0,636.8,640.5,0,0,SPX190517P02295000,0,0,0.1,0.4,0,535
SPXW190517C02295000,0,0,637,640.5,0,0,SPXW190517P02295000,0,0,0.15,0.3,0,170
SPX190517C02300000,0,0,631.8,635.5,0,2,SPX190517P02300000,0.25,-0.05,0.1,0.4,11,29256
SPXW190517C02300000,0,0,632,635.5,0,0,SPXW190517P02300000,0,0,0.15,0.3,0,332
SPX190517C02305000,0,0,626.8,630.5,0,0,SPX190517P02305000,0,0,0.1,0.4,0,1497
SPXW190517C02305000,0,0,627.1,630.5,0,0,SPXW190517P02305000,0,0,0.15,0.35,0,71
SPX190517C02310000,0,0,622.1,625.5,0,0,SPX190517P02310000,0,0,0.1,0.4,0,1633
SPXW190517C02310000,0,0,622.1,625.5,0,0,SPXW190517P02310000,0,0,0.15,0.35,0,156
SPX190517C02315000,0,0,617.1,620.5,0,0,SPX190517P02315000,0,0,0.1,0.4,0,1052
SPXW190517C02315000,0,0,617.1,620.5,0,0,SPXW190517P02315000,0,0,0.15,0.35,0,48
SPX190517C02320000,0,0,611.8,615.6,0,0,SPX190517P02320000,0,0,0.1,0.4,0,428
SPXW190517C02320000,0,0,612.1,615.6,0,0,SPXW190517P02320000,0,0,0.15,0.35,0,208
SPX190517C02325000,0,0,606.8,610.6,0,1,SPX190517P02325000,0,0,0.15,0.4,0,10057
SPXW190517C02325000,0,0,607.1,610.6,0,0,SPXW190517P02325000,0,0,0.15,0.35,0,577
SPX190517C02330000,0,0,601.9,605.6,0,0,SPX190517P02330000,0.3,-0.05,0.15,0.45,15,999
SPXW190517C02330000,0,0,602.1,605.6,0,43,SPXW190517P02330000,0,0,0.15,0.35,0,299
SPX190517C02335000,0,0,596.9,600.6,0,0,SPX190517P02335000,0,0,0.15,0.45,0,870
SPXW190517C02335000,0,0,597.1,600.6,0,0,SPXW190517P02335000,0,0,0.2,0.35,0,120
SPX190517C02340000,0,0,592.1,595.6,0,0,SPX190517P02340000,0,0,0.15,0.45,0,1334
SPXW190517C02340000,0,0,592.2,595.6,0,0,SPXW190517P02340000,0,0,0.2,0.35,0,156
SPX190517C02345000,0,0,587.2,590.6,0,56,SPX190517P02345000,0,0,0.15,0.45,0,832
SPXW190517C02345000,0,0,587.2,590.6,0,20,SPXW190517P02345000,0,0,0.2,0.4,0,80
SPX190517C02350000,0,0,582.2,585.6,0,0,SPX190517P02350000,0.35,-0.05,0.15,0.45,5032,16868
SPXW190517C02350000,0,0,582.2,585.7,0,38,SPXW190517P02350000,0,0,0.2,0.4,0,557
SPX190517C02355000,0,0,576.9,580.7,0,0,SPX190517P02355000,0,0,0.15,0.45,0,799
SPXW190517C02355000,0,0,577.2,580.7,0,4,SPXW190517P02355000,0,0,0.2,0.4,0,106
SPX190517C02360000,0,0,572,575.7,0,2,SPX190517P02360000,0,0,0.15,0.45,0,706
SPXW190517C02360000,0,0,572.2,575.7,0,0,SPXW190517P02360000,0.38,-0.045,0.2,0.4,7,33
SPX190517C02365000,0,0,567,570.7,0,0,SPX190517P02365000,0,0,0.2,0.45,0,946
SPXW190517C02365000,0,0,567.2,570.7,0,0,SPXW190517P02365000,0,0,0.2,0.4,0,41
SPX190517C02370000,0,0,562,565.7,0,0,SPX190517P02370000,0,0,0.2,0.5,0,435
SPXW190517C02370000,0,0,562.3,565.7,0,0,SPXW190517P02370000,0,0,0.25,0.4,0,74
SPX190517C02375000,0,0,557.3,560.7,0,0,SPX190517P02375000,0.4,-0.05,0.2,0.5,209,7935
SPXW190517C02375000,0,0,557.3,560.7,0,0,SPXW190517P02375000,0.4,-0.075,0.25,0.45,250,3925
SPX190517C02380000,0,0,552.3,555.7,0,0,SPX190517P02380000,0,0,0.2,0.5,0,865
SPXW190517C02380000,0,0,552.3,555.7,0,0,SPXW190517P02380000,0,0,0.25,0.45,0,219
SPX190517C02385000,0,0,547,550.8,0,0,SPX190517P02385000,0,0,0.2,0.5,0,807
SPXW190517C02385000,0,0,547.3,550.8,0,0,SPXW190517P02385000,0,0,0.25,0.45,0,194
SPX190517C02390000,0,0,542.1,545.8,0,0,SPX190517P02390000,0.4,-0.1,0.2,0.5,200,1685
SPXW190517C02390000,0,0,542.3,545.8,0,0,SPXW190517P02390000,0,0,0.25,0.45,0,366
SPX190517C02395000,0,0,537.1,540.8,0,0,SPX190517P02395000,0,0,0.25,0.5,0,1036
SPXW190517C02395000,0,0,537.3,540.8,0,0,SPXW190517P02395000,0,0,0.3,0.45,0,543
SPX190517C02400000,0,0,532.3,535.8,0,32,SPX190517P02400000,0.4,-0.1,0.25,0.55,624,23770
SPXW190517C02400000,0,0,532.4,535.8,0,20,SPXW190517P02400000,0.44,-0.11,0.3,0.5,24,702
SPX190517C02405000,0,0,527.4,530.8,0,0,SPX190517P02405000,0.45,-0.1,0.25,0.55,100,913
SPXW190517C02405000,0,0,527.4,530.8,0,0,SPXW190517P02405000,0,0,0.3,0.5,0,254
SPX190517C02410000,0,0,522.4,525.8,0,15,SPX190517P02410000,0.45,-0.1,0.25,0.55,100,605
SPXW190517C02410000,0,0,522.4,525.9,0,0,SPXW190517P02410000,0,0,0.3,0.5,0,121
SPX190517C02415000,0,0,517.2,520.9,0,0,SPX190517P02415000,0,0,0.25,0.55,0,604
SPXW190517C02415000,0,0,517.4,520.9,0,0,SPXW190517P02415000,0,0,0.3,0.5,0,169
SPX190517C02420000,0,0,512.2,515.9,0,100,SPX190517P02420000,0.5,-0.075,0.3,0.55,7,636
SPXW190517C02420000,0,0,512.4,515.9,0,0,SPXW190517P02420000,0,0,0.35,0.55,0,82
SPX190517C02425000,0,0,507.4,510.9,0,0,SPX190517P02425000,0.45,-0.15,0.3,0.6,3,10996
SPXW190517C02425000,0,0,507.5,510.9,0,0,SPXW190517P02425000,0,0,0.35,0.55,0,3997
SPX190517C02430000,0,0,502.5,505.9,0,0,SPX190517P02430000,0.55,-0.05,0.3,0.6,1,914
SPXW190517C02430000,0,0,502.5,505.9,0,0,SPXW190517P02430000,0,0,0.35,0.55,0,495
SPX190517C02435000,0,0,497.5,500.9,0,0,SPX190517P02435000,0,0,0.3,0.6,0,494
SPXW190517C02435000,0,0,497.5,501,0,0,SPXW190517P02435000,0.5,-0.15,0.35,0.55,48,85
SPX190517C02440000,0,0,492.3,496,0,0,SPX190517P02440000,0,0,0.35,0.65,0,1987
SPXW190517C02440000,0,0,492.5,496,0,0,SPXW190517P02440000,0,0,0.4,0.6,0,305
SPX190517C02445000,0,0,487.3,491,0,0,SPX190517P02445000,0,0,0.5,0.65,0,2427
SPXW190517C02445000,0,0,487.6,491,0,0,SPXW190517P02445000,0,0,0.4,0.6,0,149
SPX190517C02450000,0,0,482.6,486,0,10,SPX190517P02450000,0.55,-0.15,0.35,0.65,131,10084
SPXW190517C02450000,0,0,482.6,486,0,2,SPXW190517P02450000,0,0,0.4,0.6,0,915
SPX190517C02455000,0,0,477.6,481,0,0,SPX190517P02455000,0.65,-0.05,0.35,0.65,1001,1174
SPXW190517C02455000,0,0,477.6,481.1,0,0,SPXW190517P02455000,0,0,0.45,0.65,0,20
SPX190517C02460000,0,0,472.4,476.1,0,11,SPX190517P02460000,0,0,0.4,0.7,0,527
SPXW190517C02460000,0,0,472.6,476.1,0,0,SPXW190517P02460000,0,0,0.45,0.65,0,34
SPX190517C02465000,0,0,467.4,471.1,0,0,SPX190517P02465000,0,0,0.4,0.7,0,447
SPXW190517C02465000,0,0,467.7,471.1,0,0,SPXW190517P02465000,0,0,0.45,0.65,0,116
SPX190517C02470000,0,0,462.6,466.1,0,0,SPX190517P02470000,0,0,0.4,0.7,0,1523
SPXW190517C02470000,0,0,462.7,466.1,0,0,SPXW190517P02470000,0,0,0.5,0.7,0,79
SPX190517C02475000,0,0,457.7,461.1,0,0,SPX190517P02475000,0.64,-0.16,0.45,0.75,103,5195
SPXW190517C02475000,0,0,457.7,461.2,0,17,SPXW190517P02475000,0.7,-0.1,0.5,0.7,5,4323
SPX190517C02480000,0,0,452.5,456.2,0,1,SPX190517P02480000,0.65,-0.15,0.45,0.75,10,1180
SPXW190517C02480000,0,0,452.7,456.2,0,1,SPXW190517P02480000,0,0,0.5,0.75,0,48
SPX190517C02485000,0,0,447.5,451.2,0,10,SPX190517P02485000,0,0,0.5,0.75,0,3395
SPXW190517C02485000,0,0,447.8,451.2,0,0,SPXW190517P02485000,0,0,0.55,0.75,0,200
SPX190517C02490000,0,0,442.8,446.2,0,2,SPX190517P02490000,0,0,0.5,0.8,0,1478
SPXW190517C02490000,0,0,442.8,446.2,0,0,SPXW190517P02490000,0.69,-0.21,0.55,0.75,1,144
SPX190517C02495000,0,0,437.8,441.2,0,0,SPX190517P02495000,0.7,-0.2,0.5,0.8,10,1331
SPXW190517C02495000,0,0,437.8,441.3,0,0,SPXW190517P02495000,0,0,0.55,0.8,0,152
SPX190517C02500000,0,0,432.6,436.3,0,84,SPX190517P02500000,0.7,-0.2,0.5,0.8,2229,26712
SPXW190517C02500000,0,0,432.8,436.3,0,2,SPXW190517P02500000,0.76,-0.19,0.6,0.8,9028,9249
SPX190517C02505000,0,0,427.8,431.3,0,18,SPX190517P02505000,0.7,-0.25,0.55,0.85,1001,2484
SPXW190517C02505000,0,0,427.9,431.3,0,0,SPXW190517P02505000,0,0,0.6,0.85,0,106
SPX190517C02510000,0,0,422.9,426.3,0,33,SPX190517P02510000,0,0,0.55,0.85,0,2831
SPXW190517C02510000,0,0,422.9,426.4,0,0,SPXW190517P02510000,0.81,-0.19,0.65,0.85,23,186
SPX190517C02515000,0,0,417.7,421.4,0,0,SPX190517P02515000,0,0,0.6,0.9,0,2478
SPXW190517C02515000,0,0,417.9,421.4,0,3,SPXW190517P02515000,0.83,-0.22,0.65,0.9,20,155
SPX190517C02520000,0,0,412.9,416.4,0,11,SPX190517P02520000,0.8,-0.225,0.6,0.9,13,540
SPXW190517C02520000,0,0,413,416.4,0,0,SPXW190517P02520000,0.87,-0.18,0.7,0.9,16,55
SPX190517C02525000,0,0,408,411.4,0,22,SPX190517P02525000,0.89,-0.16,0.65,0.95,139,17338
SPXW190517C02525000,0,0,408,411.4,0,0,SPXW190517P02525000,0.95,-0.15,0.7,0.95,5,165
SPX190517C02530000,0,0,402.8,406.5,0,1,SPX190517P02530000,0.85,-0.25,0.65,0.95,2,1273
SPXW190517C02530000,0,0,403.1,406.5,0,3,SPXW190517P02530000,0,0,0.75,0.95,0,297
SPX190517C02535000,0,0,398,401.5,0,28,SPX190517P02535000,0.9,-0.225,0.7,1,1,650
SPXW190517C02535000,0,0,398.1,401.5,0,0,SPXW190517P02535000,1,-0.15,0.75,1,3,30
SPX190517C02540000,0,0,393.1,396.5,0,10,SPX190517P02540000,0.91,-0.265,0.7,1,1,1149
SPXW190517C02540000,0,0,393.1,396.6,0,9,SPXW190517P02540000,1,-0.2,0.8,1.05,10,135
SPX190517C02545000,0,0,387.9,391.6,0,0,SPX190517P02545000,0.93,-0.27,0.75,1.05,78,2508
SPXW190517C02545000,0,0,388.2,391.6,0,0,SPXW190517P02545000,1,-0.25,0.8,1.05,12,151
SPX190517C02550000,0,0,383.2,386.6,0,28,SPX190517P02550000,0.95,-0.3,0.8,1.1,3836,23216
SPXW190517C02550000,0,0,383.2,386.6,0,0,SPXW190517P02550000,1,-0.3,0.85,1.1,37,1136
SPX190517C02555000,0,0,378.2,381.6,0,0,SPX190517P02555000,0,0,0.8,1.1,0,1004
SPXW190517C02555000,0,0,378.2,381.7,0,0,SPXW190517P02555000,0,0,0.9,1.15,0,167
SPX190517C02560000,375.94,27.34,373.2,376.7,6,14,SPX190517P02560000,1.05,-0.275,0.85,1.15,40,2887
SPXW190517C02560000,0,0,373.3,376.7,0,0,SPXW190517P02560000,1.09,-0.26,0.9,1.15,8,260
SPX190517C02565000,0,0,368.3,371.7,0,10,SPX190517P02565000,1.07,-0.305,0.85,1.15,1,703
SPXW190517C02565000,0,0,368.3,371.8,0,0,SPXW190517P02565000,0,0,0.95,1.2,0,258
SPX190517C02570000,0,0,363.1,366.8,0,3,SPX190517P02570000,0,0,0.9,1.2,0,739
SPXW190517C02570000,0,0,363.4,366.8,0,0,SPXW190517P02570000,0,0,1,1.25,0,33
SPX190517C02575000,0,0,358.4,361.8,0,7,SPX190517P02575000,1.17,-0.28,0.95,1.25,6,6034
SPXW190517C02575000,0,0,358.4,361.8,0,9,SPXW190517P02575000,1.25,-0.25,1,1.3,19,216
SPX190517C02580000,356.11,27.31,353.2,356.8,6,19,SPX190517P02580000,1.21,-0.29,1,1.3,2,1868
SPXW190517C02580000,0,0,353.5,356.9,0,226,SPXW190517P02580000,0,0,1.05,1.3,0,141
SPX190517C02585000,0,0,348.5,351.9,0,0,SPX190517P02585000,1.19,-0.36,1,1.3,3,1213
SPXW190517C02585000,0,0,348.5,351.9,0,11,SPXW190517P02585000,1.28,-0.32,1.1,1.35,12,184
SPX190517C02590000,0,0,343.3,346.9,0,111,SPX190517P02590000,1.25,-0.35,1.05,1.35,41,2268
SPXW190517C02590000,0,0,343.6,347,0,2,SPXW190517P02590000,1.36,-0.29,1.15,1.4,1,279
SPX190517C02595000,0,0,338.6,342,0,0,SPX190517P02595000,1.25,-0.4,1.1,1.4,1,1211
SPXW190517C02595000,0,0,338.6,342,0,10,SPXW190517P02595000,0,0,1.2,1.45,0,31
SPX190517C02600000,336.37,27.22,333.4,337,77,141,SPX190517P02600000,1.3,-0.425,1.15,1.45,87,28039
SPXW190517C02600000,0,0,333.7,337.1,0,11,SPXW190517P02600000,1.45,-0.325,1.2,1.5,66,342
SPX190517C02605000,0,0,328.7,332.1,0,1,SPX190517P02605000,1.35,-0.425,1.2,1.5,10,3240
SPXW190517C02605000,0,0,328.7,332.1,0,20,SPXW190517P02605000,0,0,1.25,1.55,0,136
SPX190517C02610000,324.3,25.1,323.7,327.2,1,873,SPX190517P02610000,1.38,-0.445,1.2,1.55,135,2194
SPXW190517C02610000,0,0,323.8,327.2,0,3,SPXW190517P02610000,1.43,-0.47,1.3,1.6,23,262
SPX190517C02615000,0,0,318.8,322.2,0,0,SPX190517P02615000,0,0,1.25,1.6,0,5770
SPXW190517C02615000,0,0,318.9,322.3,0,120,SPXW190517P02615000,1.56,-0.39,1.35,1.65,38,329
SPX190517C02620000,316.48,27.18,313.8,317.3,5,10,SPX190517P02620000,0,0,1.3,1.65,0,2042
SPXW190517C02620000,0,0,313.9,317.3,0,28,SPXW190517P02620000,1.64,-0.385,1.4,1.7,6,353
SPX190517C02625000,309.28,24.88,308.7,312.3,82,102,SPX190517P02625000,1.55,-0.475,1.4,1.7,3,15489
SPXW190517C02625000,0,0,309,312.4,0,18,SPXW190517P02625000,1.6,-0.5,1.45,1.75,304,541
SPX190517C02630000,304.45,24.95,304,307.4,1,23,SPX190517P02630000,0,0,1.4,1.75,0,3043
SPXW190517C02630000,289.9,10.45,304.1,307.4,3,3,SPXW190517P02630000,1.72,-0.455,1.5,1.8,75,212
SPX190517C02635000,0,0,298.8,302.4,0,14,SPX190517P02635000,0,0,1.45,1.8,0,1315
SPXW190517C02635000,0,0,299.1,302.5,0,8,SPXW190517P02635000,0,0,1.55,1.85,0,161
SPX190517C02640000,0,0,293.9,297.5,0,11,SPX190517P02640000,1.65,-0.575,1.55,1.85,5,10536
SPXW190517C02640000,0,0,294.2,297.6,0,20,SPXW190517P02640000,1.8,-0.525,1.65,1.9,79,233
SPX190517C02645000,0,0,289.2,292.6,0,16,SPX190517P02645000,1.78,-0.545,1.6,1.95,2,1332
SPXW190517C02645000,0,0,289.3,292.6,0,7,SPXW190517P02645000,0,0,1.7,2,0,525
